,title,comment
1730,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약사님! 51살의 아버지가 계신데 항상 새벽에 일나가시는 직업에 종사하셔서 피로때문에 고민이 참 많은데요 저 제품만 드셔도 괜찮아지실까요? 아니면 피로에 더 좋아지는 제품 추천해주세요ㅠㅠ
1731,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","간수치가 좀 높은데 세개 제품준 어느것을 구매하는게 제일 좋을까요? 
현재는 간장약 및 우루사 처방받아서 복용중입니다!  나이는 30대 중반입니다."
1732,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",정말 좋은 약사님 !
1733,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",비맥스메타 광고에는 고약사님이 나와야 한다.
1734,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",좋은 영상 감사합니다 안그래도 요즘 몸이 쳐지는감이 있어 나도 이제 비타민을 챙겨볼까 하던차였습니다 정말 감사합니다
1735,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","전 선생님 덕분에 비맥스를 알게돼서 한참을 먹어었네요
설명도 감사합니다
굳이 비싼 모델료 줘가면서 광고 할 필요가 있을까 싶어요 차라리 그돈으로 더 좋은 제품에 만드는데 써 주셨으면^^"
1736,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","약사님 중학생 딸아이랑 비맥스메타 복용하고 있거든요. 혹시 메타비로 갈아타도 괜찮을지요?
영상에서 아연 함량이 높은것이 단점이라고 하셔서요!"
1737,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","저도 녹십땡에서 B2, B5, B6활성형 비타민으로 업그레이드해줬으면하는 바램이네요 고약사님^^"
1738,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",구독 알림하고 꾸준히 챙겨보는 채널인데 고약사님 실물이 훨~~~~~~~~~~~씬 멋지세요 너무 반가워서 인사드리고싶었으나 운동에 방해될까봐 꾹 참았어용~~ 오마비씨디유 꺄 고약사님이다~~!!!! 소리지를뻔했어요ㅠㅠ 아 영광이었어요...... 소심한 구독자는 오늘 너무나 영광스럽기만하네용ㅋㅋㅋㅋㅋ
1739,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약사님 덕분에 비맥스 잘 복용하고있어요 오늘도 비맥스비 사고다시 영상보고가요~~
1740,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약사님 항상 피곤한공시생입니다ㅠㅠ오마비디유씨에서  메타비+마그네슘+오메가+유산균 이렇게 먹으면 될까요?! 아니면  쏜리서치 추천해주신 두개+오메가+유산균 먹는거랑 둘중에 어떻게 먹는걸 추천하시나여???!! 답변부탁드려요ㅠㅠㅠㅠ
1741,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",녹십자는 고약사한테 로열티 줘야함
1742,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","안녕하세요.
궁금한 점이 있어서 글 남겨요.
이 제품 성분을 보면"
1743,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",저는 투엑스비 추천 보고 먹었다가 너무 효과를 봐서 다 먹으면 이것도 먹어볼까 함 ㅋㅋ 고마워요 약사님
1744,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",더좋은게 나와버렸습니다 ㅠㅠ 너무좋아요 고약사님!!
1745,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","약먹기 귀찮아하는 30대입니다.
너무 피곤해서 약정보를 찾던중에
앞서 소개해주신 xx이뮨 정보를 얻어서 하루 4알씩 털어먹고 있는데
이번 영상에 있는  b맥스 신제품을 추가 섭취하는게 맞는걸까요?"
1746,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","질문입니다~ 병원에서 피검사 했을때 코티졸이랑 Dhea-s 함량이 낮게 나왔는데요, 이럴때는 어떤영양제가 좋을까요? 병원 처방말고 따로 먹을방법 없나요?"
1747,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",녹십자는 영양제하고는 아무 상관없는 비 끌고와서 가격만 높이네요. 자기네가 광고하면서도 설명은 약사님이 하실거라더니 이럴거면 굳이 가격만 올라가는 광고를 왜하나모르겠네요.
1748,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","1. 메타비와 쏜리서치 기초영양소 비교시 어떤게 낫나요?

2. 메타비와 쏜리서치 칼슘마그네슘 먹어도
좋은 조합인가요?"
1749,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","항상 좋은 정보 감사합니다 
너무 궁금한게 있어 여쭤봅니다 
장기로 꾸준히 복용하려고 합니다 비맥스메타 비 업그레이드 버전 성분이 좋아보입니다
그래서 고함량 제품인 비멕스메타비 업그레이드 버전을 먹을 시 한알을 반으로 쪼개서 반은 오늘 먹고 반은 내일 먹고 이렇게 섭취해도 문제가 없는지 궁금합니다 "
1750,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약사님 비오틴이랑 함께 복용해두 될까요? ^^ 답변 미리 감사합니다!
1751,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",우리 갓약사님 오늘영상도 감사히 봅니다
1752,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",오늘 소개해주신 제품이나 지난번 소개해주신 제품 ㅡ(○XB) 두가지 다 이소티논과 함께 복용해도 문제가 없을까요?
1753,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","비맥땡 밀어내기 했었나부네ㅎㅎ
동네 약국서 지난달에 싸게 구입했는데ㅎㅎ
어여먹고 신상 비맥땡 사먹어야겠네용^^
감사함다.약사님~"
1754,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",메타비 와 투엑스비듀얼중 구내염엔 어떤 제품이 더 나은지 궁금합니다. 그리고 메타비 위장장애 어떤지 궁금합니다. 
1755,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약도 어찌보면 과자회사의 제품과도 같네요. 성분과 맛의 레시피 조합 ㅎㅎㅎ
1756,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","고약사님~ 평소 잘 챙겨 보고있습니다
궁금한점이 있어서요~
현재   아연-비타민B-비타민D-오메가3
이렇게 복용중인데 "
1757,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",우와~ 구독 20만축하드려요 했었는데 ~~100만이 코앞이네요^^;
1758,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",고 약사님  최고최고   화이팅  하세요
1759,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","운동하면서 몬스터 에너지 울트라 매일350ml씩 먹고 있는데요
혹시 비맥땡 메타비 복용해도 문제 없을까요??
성인 남성이고 추가적인 복용은 없습니다.
감사합니다!!"
1760,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",고약사님 우울증 관련 영양제도 혹시 소개 해주실 수 있을까요ㅠㅠㅠㅠ??
1761,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","제품은 좋다!! 광고비를 많이 투자해서 가격이 비싸다..
약국에 공급되는 가격도 비싸다..
사람들이 찾아서 비싸도 구비는 해야한다..
메타로 재미보고 비한테 광고비 많이 줫다…"
1762,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",2xb 골드라는 제품도 나왔는데 어떤지 리뷰 부탁드려요!
1763,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","아침식사후 혹은 식사중간에.. 2xb듀얼, 핀페시아(탈모약), mia PUFA오메가3, 유한비타민c 를 한꺼번에 같이 먹고 있는데.. 괜찮은거죠?? 커피는 시간차를 두었다 먹어야 하나요??"
1764,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",비가 광고 안하고 가격 싸졌으면 좋겠다
1765,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","선생님 지금 수험생이고 너무 피곤하고 자주 졸려서ㅠㅠㅠ 공부하다가 계속 졸고 피로합니다.. 글루콤을 이주 전부터 먹기시작했는데 처음엔 효과가 있는가 하더니 조금 먹다보니 효과를 못 봐서 바꾸려고 하는데 비맥*랑 비타민c , 오메가3, 칼슘을 함께 먹어도 될까요? 시간 차를 얼마나 두고 먹는게 좋을지 조언 부탁드립니다!"
1766,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",저도 비맥스 처음 접한게 고약사님 덕분이였어요.. 차라리 고약사님이 모델로 나오는게 더 신뢰감이 높을것 같네요..
1767,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","그렇지요ㅎ
비 보고는 약을구입하지않지만

약사님설명듣고는 구입하죠~~^^"
1768,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","모르면고약사님채널보면서찾아보며배울수있어요.
감사합니다.고약사님멋져요."
1769,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",고약사님 고맙습니다. '비맥스 에버'도 평가 부탁합니다. 실버를 위한 제품이라는데...
1770,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","안녕하세요 약사님
저는 2년전에 신장하나를 어머니께 드렷습니다
정기적으로 병원가서 신장검사는 하고 잇고요
근데 요즘 부쩍피곤해서 비맥스 메타비를 섭취해볼까하는데 신장에 미치는 영향이 있을까요??"
1771,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",탈모약 판시딜이랑 비맥스메타랑  중복되는 부분이 만은데 같이 복용해도 되나요??  참고로 육체적인 노동을 많이 하는직업입니다
1772,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",통풍이 있어서 나이아신은 얼마나 들었나요? 50mg 이하로 먹으라는데 비타민b 제품은 안먹는게 좋을까요?
1773,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","대단히 잘난 인물도 아닌 연예인을 약 상자에 왜 올려놓는지 참 알수가 없네요..
덕분에 광고비까지 주느라 가격은 높고.
사 먹고 싶은 마음이 싹 가시네요 .."
1774,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",유익한정보 감사합니다 영상 최고입니다
1775,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",좋은 제품 굳이 왜 광고비로 가격만 높이는지...
1776,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",비가 광고해서 알게되서 사긴샀는데 이게 광고비땜에 비싼건지 성분이 좋아서 비싼건지 걱정이되긴 하지만 성분이 좋다고하니까 김태희님한테도 수익이 간다고 생각하고 메타비사고나서 검색해보는데 잘산것같아서 다행이에요!
1777,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",비맥스메타비를 구매했는데 비타민 안먹다가 먹으니 활력생기고 효과 최고 좋았는데  삼일째복용중에 삼일 동안 매일 잠깐씩 손가락 중지와 약지 관절이 저릴때가 있는데 끊어야하나요? 효과를 보고있어서  고민중입니다
1778,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","약사님~~ 캘리포니아 골드뉴트리션 포도씨추출물 vs MRM 포도씨 추출물 어떤게 더 나을까요? 가격은 비슷한데요~ MRM 것은 프로안토시아니딘 90%로로 표준화되어 있다는 문구가 있는데, 캘리포니아 골드뉴트리션은 그런 언급이 없어서요~ 그러면 MRM 것이 더 나을까요?

[출처] 레스베라톨 및 질문|작성자 ecotogether"
1779,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","안녕하세요 선생님~ 한가지 더여쭤볼께요~
저는 쌤 방송을 많이 보다보니 비타민제들을 많이먹는데 저희언니들은 많이먹으면 간에무리간다고 서로몃개밖에 안먹는다고 자랑삼듯 얘기하는데 정말 많은양은 간에무리가 가나요? 최대몃개까지는 부담이 없는걸까요?"
1780,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",운동하는 사람으로서 메틸코발라민 때문에 직구 제품에 자꾸 손이 가는 지점이 있는 것 같아서 항상 아쉽습니다.
1781,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","솔직히 기존 비맥스 메타 1통 2개월분 35000원도 싼편은 아니었는데 

여기서 1,2만원 더 비싸지면 사실상 가성비가 너무 노답이 되는 느낌인데....."
1782,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",안녕하세요 약사님~ 저는 결석 수술한 이력이 있는데.. 오늘 비맥스 샀는데 먹지 말라구 쓰여있더라구요. 혹시 결석환자는 왜 먹지 말라고 하는지... 그리고 그렇다면 저한테 적합한 비타민b 영양제는 추천해주실 만한게 있을까요?
1783,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",누가 모델이고 광고비 어떠고 그냥 제품이 좋아 건강에 도움되면 되지않을까 전문가 약사님께서 좋은제품나왔다 얘기해주심 소비자는 좋다
1784,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",고등학생 17살 남학생이 먹어도 되나요? 요즘 시험기간이라 너무  힘들어하네요.. 수험생이 먹음 좋을 영양제도 해주세요
1785,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","질문이 하나 있는데 26세 성인 남성입니다.
지금 온라인 학원 과정을 수강중인데.. 특성상 하루종일 컴퓨터로 작업을 해야하는 상황이라
올해 부쩍 눈의 피로감이 높아짐을 느끼게되었습니다.(안압이나 충혈 등)
그래서 찾아보니 눈에 좋다는 루테인? 이라는 제품들이 있다고 알게되었는데"
1786,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","간경화 환자들도 영양제(비타민C 메가도즈<6000mg>,비타민B)를 복용해도 괜찮을런지요?
간단하게나마 답변 ""꼭"" 좀 부탁 드립니다.."
1787,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",좋은정보 항상 감사합니다  오메가3국내제품  좀 소개해주세요   부탁드려요
1788,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","예전에 흡연자들의 경우 비타민B를 섭취했을때 폐암 발병률이 높아진다고 하셔서 먹고싶어도 못먹고 있습니다..ㅜㅜ
이 제품도 마찬가지인가요?"
1789,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","진짜 광고비 들빠에 좋은약은 영양분 요즘 시대는 더 넣고 소문남
소비자들이 더 똑똑"
1790,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","쏙쏙 들어와요 그런데 저는 다낭에 사는데 ㅠㅠ
혹시 외국에서 구할 수 있는 약들도 알려주실 수 있나요?"
1791,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",백만 유튜버의 기백이 느껴지내요 ㅎ
1792,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",마트나 홈쇼핑과 그리고 약국에서 파는 영양제 질과 차이점 말씀해주시면
1793,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",이정도면 녹색에서 돈좀 드려야 하는거 아닙니까 ㅋㅋㅋ 내일 사러 가야지
1794,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","약사님  종합비타민, 천연비타민  간에 안좋다고 하셨는데  간수치 높은사람도 먹어도 될까요"
1795,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",투엑스비듀얼이 역대급입니다 하루10시간씩자도 피곤했는데 먹은지 일주일만에 6시간자도 안피곤합니다 아마도 푸르설티아민 덕분인가 생각해봅니다 비멕스 메타 먹었을때는 별효과없었습니다
1796,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",항상 잘보고 있습니다 ~  제가 비타민 b (뉴트리코어) 제품 먹고있는데 먹으면 속이너무 메스껍고 힘든데.. 참고 계속먹어야할가요..? 반알로도쪼개 먹고 하는데도 속이 부대끼고힘드네요 ㅠ 다른제품으로 바꿔야할가요ㅠ선생님이 말씀주신 비타민맥스 로 바꾸면 좀나아질가요ㅠ 답변부탁드릴게요..ㅠ 감사합니다~
1797,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",선생님 밴드 주기적으로 승인해주신다고 하셨는데 제가 사마귀 질환때문에 프로폴리스 알아보는 중인데 쌤 유튜브에는 찾아볼수가 없어서 ㅜㅜㅜㅜ 가입 승인은 언제 될까요 .. 빨리 먹어보고싶어요..
1798,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",직구할 수 있는 제품도 추천해 주세요. 가격도 착하면 더 좋겠지만요....ㅜㅡ
1799,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",안녕하세요 스물초반아이들인데 이것저것 너무많다고 안먹는날이 많은데 육체적으로 힘든일을해서요~  메타비에다 건강도챙기고 피로도쌓이지 않으려면 최소어떤걸 추가 해야할까요?
1800,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",그럼 기존 비맥스 에 b12(메틸)5mg을 추가 구매해서 먹어 보면 어떨까요?
1801,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","영양제는 특히 연예인마케팅이 불필요한 것 같아요.
건강챙기려 먹는거지 좋아하는 연예인이 광고한다고 먹진 않죠."
1802,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",비맥스 매타 땡 제품이랑 마이니 비타민 시리즈랑 같이 복용해도 될까요?
1803,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )",약사님 현재 저는 재수생입니다. 평소 위장장애로 과민성대장증후군과 역류성식도염을 갖고있어서 약을 자주 복용합니다. 병원도 달마다 한번씩 꼬박꼬박 갑니다. (어렸을때부터 아파서 쓰러진적이 많았습니다) 그런데 비멕스매타가 위장장애를 갖고있는 사람한테는 좋지 않다고 그래서 지금 대체품으로 뭘 사야할지 고민입니다 ㅠㅠ 추천해주실 수 있을까요?
1804,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","비맥스비타비,닥터베스트 마그네슘,스포츠리서치 오메가3,유산균 이렇게 먹어도 문제없으려나요 아무리 보고또봐도 어렵네요 한번에먹을지 나눠먹을지 알려주세요 약사님"
1805,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","녹십자 관계자분들 고약사님 모델로 쓰시면
대박날듯 ^^
볼때마다 빵빵 터질거같으요"
1806,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","질문 있습니다.
82세 모친께 종합비타민 드려도 될까요?
당뇨있으시고 올해 당뇨발로인해 동맥우회술 수술하셨구요
평소 혈전용해제 복용중이십니다.."
1807,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","녹십자가 돈독이 올랐나.. 굳이 비싸
게 메타비 먹을바엔 함량 살짝 딸려도
걍 투엑스비 먹을듯. 참고로 비맥스랑
투엑스비 둘다 제조사는 한풍제약으"
1808,"요즘 많이 피곤하시죠? 피로회복제 이거 하나만 드셔도 충분한 신제품이 나왔습니다! (비맥x 신제품, x엑스비 듀얼대비 어떤게 더 좋을지?? )","비타민 B선택장애가 왔어요.. ㅋㅋ
지난번에 직구제품을 사서 먹었는데요.. I-herb에서 추천해 주신 첫번째 제품이요.. 근데 외국제품이 뭔가 2% 부족해 보이고.. 포장도 허술... 진품 맞나.. 하는.... 맞겠죠.. i-herb에서 주문한거니까..(제품이 나쁘다른건 아닙니다.)"
